k1 = 1, k2 = 3, k3 = 6, a11 = -1, a12 = -1, a13 = 6, a21 = -2, a22 = 0, a23 = 0, a31 = 1, a32 = 0, a33 = 0, b12 = -2, b13 = 0, b23 = -2
k1 = 1, k2 = 3, k3 = 7, a11 = -2, a12 = 0, a13 = 0, a21 = 0, a22 = -2, a23 = -2, a31 = 1, a32 = -2, a33 = -2, b12 = -3, b13 = 0, b23 = 0
k1 = 1, k2 = 3, k3 = 6, a11 = -2, a12 = 0, a13 = 0, a21 = 0, a22 = -2, a23 = -2, a31 = 2, a32 = -2, a33 = -2, b12 = -3, b13 = 0, b23 = 0
k1 = 1, k2 = 3, k3 = 5, a11 = -2, a12 = 0, a13 = 0, a21 = 0, a22 = -4, a23 = -2, a31 = 1, a32 = -2, a33 = -2, b12 = -3, b13 = 0, b23 = 0
k1 = 1, k2 = 3, k3 = 5, a11 = -2, a12 = 0, a13 = 0, a21 = 0, a22 = -2, a23 = -2, a31 = 0, a32 = -3, a33 = -4, b12 = -3, b13 = 0, b23 = 0
k1 = 1, k2 = 3, k3 = 5, a11 = -3, a12 = 2, a13 = 2, a21 = 0, a22 = -2, a23 = 0, a31 = 0, a32 = -2, a33 = -2, b12 = -3, b13 = 0, b23 = 0
k1 = 1, k2 = 3, k3 = 5, a11 = -2, a12 = 2, a13 = 2, a21 = 0, a22 = -2, a23 = 0, a31 = 0, a32 = -2, a33 = -2, b12 = -3, b13 = -4, b23 = 0
k1 = 1, k2 = 3, k3 = 6, a11 = -2, a12 = 2, a13 = 2, a21 = 0, a22 = -2, a23 = 0, a31 = 0, a32 = -2, a33 = -2, b12 = -3, b13 = 0, b23 = 0
k1 = 1, k2 = 3, k3 = 6, a11 = -2, a12 = 1, a13 = 1, a21 = 0, a22 = -2, a23 = 0, a31 = 0, a32 = -2, a33 = -2, b12 = -3, b13 = 0, b23 = -2
k1 = 1, k2 = 3, k3 = 5, a11 = -2, a12 = 1, a13 = 0, a21 = 0, a22 = -2, a23 = 0, a31 = 0, a32 = -2, a33 = -4, b12 = -3, b13 = 0, b23 = -2
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = -2, a23 = 0, a31 = 0, a32 = 2, a33 = 0, b12 = -3, b13 = -4, b23 = -2
k1 = 1, k2 = 3, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = -3, a23 = 0, a31 = 0, a32 = -1, a33 = 0, b12 = -3, b13 = -8, b23 = -4
k1 = 1, k2 = 3, k3 = 5, a11 = -3, a12 = -1, a13 = 0, a21 = 0, a22 = -3, a23 = 0, a31 = 0, a32 = -1, a33 = 0, b12 = -3, b13 = -4, b23 = -4
k1 = 1, k2 = 3, k3 = 5, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = -4, a23 = 0, a31 = 0, a32 = -2, a33 = 0, b12 = -3, b13 = -8, b23 = -2
k1 = 1, k2 = 3, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -2, a22 = 0, a23 = 0, a31 = -1, a32 = -2, a33 = 0, b12 = -3, b13 = -16, b23 = -2
k1 = 1, k2 = 3, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -2, a22 = 0, a23 = 0, a31 = 1, a32 = -2, a33 = 0, b12 = -3, b13 = -16, b23 = -2
k1 = 1, k2 = 3, k3 = 6, a11 = -3, a12 = -1, a13 = 0, a21 = -2, a22 = 0, a23 = 0, a31 = 0, a32 = -2, a33 = 0, b12 = -3, b13 = -16, b23 = -2
k1 = 1, k2 = 3, k3 = 7, a11 = -2, a12 = -1, a13 = 0, a21 = -2, a22 = 0, a23 = 0, a31 = 0, a32 = -2, a33 = 0, b12 = -3, b13 = -32, b23 = -2
k1 = 1, k2 = 3, k3 = 7, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = -2, a23 = 0, a31 = 0, a32 = -2, a33 = 0, b12 = -3, b13 = -32, b23 = -2
k1 = 1, k2 = 3, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = 0, a23 = 0, a31 = -1, a32 = -2, a33 = 0, b12 = -3, b13 = -24, b23 = -2
k1 = 1, k2 = 3, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -2, a22 = 0, a23 = 0, a31 = 0, a32 = -2, a33 = 0, b12 = -3, b13 = -24, b23 = -2
k1 = 1, k2 = 3, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = 0, a23 = 0, a31 = 1, a32 = -2, a33 = 0, b12 = -3, b13 = -24, b23 = -2
k1 = 1, k2 = 3, k3 = 5, a11 = -2, a12 = -1, a13 = 0, a21 = -2, a22 = 0, a23 = 0, a31 = 0, a32 = -2, a33 = 0, b12 = -3, b13 = -16, b23 = -2
k1 = 1, k2 = 3, k3 = 5, a11 = -3, a12 = -1, a13 = 0, a21 = -2, a22 = 0, a23 = 0, a31 = 0, a32 = -2, a33 = 0, b12 = -3, b13 = -12, b23 = -2
k1 = 1, k2 = 3, k3 = 5, a11 = -3, a12 = -1, a13 = 0, a21 = -1, a22 = 0, a23 = 0, a31 = 1, a32 = -2, a33 = 0, b12 = -3, b13 = -12, b23 = -2
k1 = 1, k2 = 3, k3 = 5, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = -2, a23 = 0, a31 = 0, a32 = -2, a33 = 0, b12 = -3, b13 = -16, b23 = -2
k1 = 1, k2 = 3, k3 = 5, a11 = -2, a12 = -1, a13 = 0, a21 = 2, a22 = 0, a23 = 0, a31 = 0, a32 = -2, a33 = 0, b12 = -3, b13 = -16, b23 = -2
k1 = 1, k2 = 3, k3 = 5, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = 2, a23 = 0, a31 = 0, a32 = -2, a33 = 0, b12 = -3, b13 = -16, b23 = -2
k1 = 1, k2 = 3, k3 = 5, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = 0, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = -4, b13 = 0, b23 = -4
k1 = 1, k2 = 3, k3 = 5, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = 1, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = -4, b13 = 0, b23 = -4
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = -1, a22 = 0, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = -1, a22 = -1, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -3, a12 = -1, a13 = 2, a21 = -1, a22 = 0, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -2, a13 = 2, a21 = -1, a22 = 0, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = -2, a22 = 0, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = -1, a22 = 0, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = -1, a22 = 1, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = -1, a23 = 0, a31 = -2, a32 = -2, a33 = 2, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -2, a22 = 0, a23 = 0, a31 = -2, a32 = -2, a33 = 2, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -3, a12 = -2, a13 = 0, a21 = -2, a22 = 0, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -3, a12 = -1, a13 = 0, a21 = -2, a22 = 0, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -2, a22 = 1, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -3, a22 = 1, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -2, a22 = 2, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = -2, a22 = 0, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -4, a22 = 0, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -3, a22 = -1, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -2, a22 = -2, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = -1, a22 = -1, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = 0, a22 = -2, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = 1, a22 = -1, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 3, a22 = -1, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 1, a22 = -3, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 2, a22 = -2, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = -4, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = -3, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = 3, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = -1, a22 = 1, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = 1, a22 = 1, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = 2, a22 = 0, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = 0, a22 = 2, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 4, a22 = 0, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 1, a22 = 3, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 2, a22 = 2, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 3, a22 = 1, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = 4, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = 0, a22 = -2, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = 1, a22 = -1, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = 0, a22 = 2, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = 2, a22 = 0, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = 1, a22 = 1, a23 = 0, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = -2, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -2, a22 = -1, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = -1, a23 = 2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = 0, a22 = -1, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = 0, a22 = -1, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 1, a22 = -2, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 1, a22 = -1, a23 = 2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 2, a22 = -1, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = -1, a23 = 3, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = -3, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = -2, a23 = 2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = 0, a22 = -1, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = -3, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = -2, a23 = -2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 1, a22 = -2, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = -1, a23 = -3, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 1, a22 = -1, a23 = -2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 2, a22 = -1, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = -1, a23 = -2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = -2, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -2, a22 = -1, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = 1, a23 = -2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = 0, a23 = -3, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -2, a22 = 0, a23 = -2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -2, a22 = 1, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -3, a22 = 0, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = 2, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -3, a22 = 0, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -2, a22 = 0, a23 = 2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = 0, a23 = 3, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = 1, a23 = 2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = -1, a22 = 2, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 1, a22 = 0, a23 = -3, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 2, a22 = 0, a23 = -2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = 0, a23 = -4, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 3, a22 = 0, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 1, a22 = 0, a23 = 3, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 2, a22 = 0, a23 = 2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 3, a22 = 0, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = 0, a23 = 4, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = 1, a23 = -3, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = 2, a23 = -2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = 3, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 1, a22 = 2, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 2, a22 = 1, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 1, a22 = 1, a23 = -2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 1, a22 = 1, a23 = 2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 1, a22 = 2, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 2, a22 = 1, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = 1, a23 = 3, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = 2, a23 = 2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 0, a21 = 0, a22 = 3, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = 0, a22 = 0, a23 = -2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = 0, a22 = 0, a23 = 2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = 0, a22 = 1, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = 2, a21 = 0, a22 = 1, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = -1, a22 = 0, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = 0, a22 = 0, a23 = -2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = 0, a22 = -1, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = -1, a22 = 0, a23 = 1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = 0, a22 = 0, a23 = 2, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
k1 = 2, k2 = 4, k3 = 6, a11 = -2, a12 = -1, a13 = -2, a21 = 0, a22 = 1, a23 = -1, a31 = -2, a32 = -2, a33 = 0, b12 = 0, b13 = -8, b23 = 0
